pop	year	ID	date	rain	patch	moist	openBl	fruit	blossom	stage	pollen	resin	height	ASD	GAD	GSD	GW	GHl	GHr	UBL	UBW	pollenfem	pollenmale	DIFF	pollentot	GA	UBA	pollentot	lnpoll	EuglossaObs	EufrObs	HypantObs	seeds_GH	seeds_undeveloped	seeds_pred	total_seeds	seeds_surviving	small_black	empty_cap
PV	2015	204	07.11.2015	0	10	36.65222222	12.5	20	4	M1	14	1	72	3.70	7.35	7.41	7.98	3.85	3.43	24.83	22.66	23	0	9	23	29.05	562.65	23	3.14	2	6	0	0	0	0	0	0	0	0
PV	2015	206	07.11.2015	0	10	36.65222222	12.5	20	6	M2	9	1	139	6.55	5.46	5.37	8.28	3.99	3.77	24.28	22.84	20	0	11	20	32.13	554.56	20	3.00	2	6	0	6	0	0	6	6	0	0
PV	2015	222	08.11.2015	0	10	36.65222222	12.5	20	7	M1	19	1	114	5.17	3.42	4.96	8.36	4.31	3.78	22.64	20.88	14	5	0	19	33.82	472.72	19	2.64	2	6	0	5	0	0	5	5	0	1
PV	2015	311	10.11.2015	0	10	36.65222222	12.5	20	8	M4	38	1	115	2.94	4.26	3.20	8.76	4.77	4.39	20.26	19.88	29	9	0	38	40.12	402.77	38	3.37	2	6	0	0	0	0	0	0	0	0
PV	2015	372	12.11.2015	0	10	36.65222222	12.5	20	10	M1	0	1	76	6.24	4.38	4.41	9.70	4.32	4.13	20.29	20.07	0	0	0	0	40.98	407.22	0	0.00	2	6	0	0	0	0	0	0	0	0
PV	2015	52	26.10.2015	1	11	40.02	0	1	1	M2	7	NA	129	5.39	4.75	4.49	10.34	5.36	5.20	24.73	27.12	5	2	0	7	54.60	670.68	7	1.61	0	2	0	0	0	0	0	0	0	0
PV	2015	101	27.10.2015	1	11	40.02	0	1	2	M1	14	1	117	4.67	4.42	5.29	10.07	4.68	5.07	24.28	27.53	14	0	0	14	49.09	668.43	14	2.64	0	2	0	NA	NA	NA	NA	NA	NA	NA
PV	2015	111	28.10.2015	1	11	40.02	0	1	4	M5	45	1	127	7.22	6.30	5.38	11.04	5.93	4.62	28.97	28.73	35	10	0	45	58.24	832.31	45	3.56	0	2	0	0	0	0	0	0	0	0
PV	2015	50	26.10.2015	1	12	36.38444444	0	2	1	M1	45	NA	161	3.06	5.37	5.46	6.73	3.05	3.39	20.41	18.75	8	37	0	45	21.67	382.69	45	2.08	0	0	0	5	0	0	5	5	0	1
PV	2015	109	28.10.2015	1	12	36.38444444	0	2	2	M1	5	0	176	4.36	5.94	4.83	7.21	3.30	3.79	20.21	19.57	5	0	0	5	25.56	395.51	5	1.61	0	0	0	0	0	0	0	0	0	0
PV	2015	48	26.10.2015	1	13	44.975	0	6	1	M1	4	NA	127	5.04	4.90	4.96	9.68	4.59	4.56	20.42	22.84	0	4	0	4	44.29	466.39	4	0.00	0	0	0	0	0	0	0	0	0	0
PV	2015	99	27.10.2015	1	13	44.975	0	6	2	M1	4	1	146	5.69	3.34	3.59	7.78	3.94	3.84	16.33	18.25	5	0	1	5	30.26	298.02	5	1.61	0	0	0	0	0	0	0	0	0	0
PV	2015	44	26.10.2015	1	16	36.50333333	0.5	6	1	M1	25	NA	95	3.96	6.31	6.30	10.38	4.53	4.48	28.43	32.49	38	0	13	38	46.76	923.69	38	3.64	0	0	0	3	0	0	3	3	0	3
PV	2015	97	27.10.2015	1	16	36.50333333	0.5	6	2	M2	4	0	94	4.42	5.34	5.54	9.74	4.50	4.74	24.09	28.14	0	4	0	4	45.00	677.89	4	0.00	0	0	0	0	0	0	0	0	0	0
PV	2015	108	28.10.2015	1	16	36.50333333	0.5	6	3	M1	10	1	101	5.20	7.11	6.10	10.88	5.35	3.19	26.78	28.07	5	5	0	10	46.46	751.71	10	1.61	0	0	0	1	0	0	1	1	0	2
PV	2015	156	06.11.2015	0	16	36.50333333	0.5	6	1b	M1	0	0	95	NA	NA	4.07	8.72	3.85	3.99	20.52	21.58	0	0	0	0	34.18	442.82	0	0.00	0	0	0	0	0	0	0	0	0	0
PV	2015	42	26.10.2015	1	18	32.985	0	3	2	M1	0	NA	70	4.49	4.29	5.89	9.97	3.71	4.32	25.33	24.58	0	0	0	0	40.03	622.61	0	0.00	0	0	0	0	0	0	0	0	0	0
PV	2015	96	27.10.2015	1	18	32.985	0	3	3	M1	4	0	69	7.04	4.29	4.14	8.33	2.78	3.70	21.67	23.59	0	4	0	4	26.99	511.20	4	0.00	0	0	0	0	0	0	0	0	0	0
PV	2015	262	09.11.2015	0	22	26.77333333	4	4	1	M1	46	1	161	4.53	4.51	3.81	7.73	3.82	3.95	16.24	16.88	45	1	0	46	30.03	274.13	46	3.81	0	0	0	3	3	0	6	6	1	0
PV	2015	263	09.11.2015	0	22	26.77333333	4	4	2	M1	4	1	109	4.83	4.54	4.66	7.74	4.00	4.00	15.95	16.25	6	0	2	6	30.96	259.19	6	1.79	0	0	0	6	1	0	7	7	0	2
PV	2015	39	26.10.2015	1	23	25.01444444	0	10	1	M1	42	NA	1.64	5.36	5.27	6.37	8.99	3.88	4.66	23.17	24.89	36	6	0	42	38.39	576.70	42	3.58	0	0	0	NA	NA	NA	NA	NA	NA	NA
PV	2015	40	26.10.2015	1	23	25.01444444	0	10	2	M1	2	NA	66	4.09	2.90	4.43	9.23	4.30	4.80	23.47	21.82	1	1	0	2	42.00	512.12	2	0.00	0	0	0	NA	NA	NA	NA	NA	NA	NA
PV	2015	122	05.11.2015	0	25	23.39888889	4	30	1	M3	40	1	156	6.05	5.27	5.42	8.30	4.53	4.63	22.81	22.58	40	0	0	40	38.01	515.05	40	3.69	4	6	2	0	0	0	0	0	0	0
PV	2015	210	07.11.2015	0	25	23.39888889	4	30	3	M2	43	1	156	5.19	5.83	5.08	8.62	4.03	3.85	21.20	21.51	18	25	0	43	33.96	456.01	43	2.89	4	6	2	0	0	0	0	0	0	0
PV	2015	152	06.11.2015	0	25	23.39888889	4	30	4	M1	80	1	281	4.42	5.20	5.14	7.03	3.65	3.79	20.18	20.92	40	40	0	80	26.15	422.17	80	3.69	4	6	2	0	0	0	0	0	0	0
PV	2015	379	12.11.2015	0	25	23.39888889	4	30	8	M1	14	1	158	3.78	4.05	5.85	7.67	4.25	4.22	22.25	25.00	10	4	0	14	32.48	556.25	14	2.30	4	6	2	6	2	0	8	8	0	0
PV	2015	322	10.11.2015	0	25	23.39888889	4	30	9	M2	NA	1	237	2.77	4.28	5.35	7.67	4.27	3.24	21.06	21.30	55	NA	0	NA	28.80	448.58	NA	4.01	4	6	2	0	0	0	0	0	0	0
PV	2015	323	10.11.2015	0	25	23.39888889	4	30	10	M1	NA	NA	252	4.11	2.37	5.83	7.09	3.49	2.75	17.96	17.52	15	NA	0	NA	22.12	314.66	NA	2.71	4	6	2	0	0	0	0	0	0	0
PV	2015	209	07.11.2015	0	26	29.70833333	1.5	5	1	M1	52	1	69	3.52	4.34	4.20	6.48	3.49	3.78	19.37	20.29	57	0	5	57	23.55	393.02	57	4.04	0	0	0	9	0	0	9	9	0	0
PV	2015	261	09.11.2015	0	26	29.70833333	1.5	5	2	M1	34	1	74	4.24	4.47	4.80	6.91	3.84	3.51	17.50	18.17	29	5	0	34	25.39	317.98	34	3.37	0	0	0	0	0	0	0	0	0	0
PV	2015	375	12.11.2015	0	26	29.70833333	1.5	5	3	M1	47	1	74	4.71	4.41	5.65	7.14	4.20	3.55	20.21	21.57	16	31	0	47	27.67	435.93	47	2.77	0	0	0	9	0	0	9	9	0	0
PV	2015	150	06.11.2015	0	30	35.515	1	3	1	M1	70	0	61	4.73	6.71	4.75	7.78	3.96	3.90	16.91	18.33	70	0	0	70	30.58	309.96	70	4.25	0	0	0	0	0	0	0	0	0	0
PV	2015	154	06.11.2015	0	31	28.50833333	0.5	10	1	M1	11	1	94	4.54	5.09	4.41	6.81	3.80	3.51	16.42	18.39	14	0	3	14	24.89	301.96	14	2.64	0	0	0	0	0	0	0	0	0	0
PV	2015	127	05.11.2015	0	32	29.77166667	0.5	5	1	M1	4	1	187	2.78	3.91	4.58	7.38	3.81	3.45	16.83	18.39	4	0	0	4	26.79	309.50	4	1.39	0	1	1	0	3	0	3	3	0	0
PV	2015	218	07.11.2015	0	32	29.77166667	0.5	5	2	M1	13	1	186	3.98	4.00	4.74	7.63	3.37	4.10	16.43	18.03	0	13	0	13	28.50	296.23	13	0.00	0	1	1	0	0	0	0	0	0	0
PV	2015	316	10.11.2015	0	33	26.63888889	6.5	4	1	M3	11	1	159	NA	NA	8.30	9.17	4.81	5.01	23.11	27.00	15	0	4	15	45.02	623.97	15	2.71	0	0	1	3	0	0	3	3	0	0
PV	2015	328	11.11.2015	0	33	26.63888889	6.5	4	2	M1	10	1	165	NA	NA	4.62	9.13	4.64	4.59	20.40	22.83	13	0	3	13	42.13	465.73	13	2.56	0	0	1	1	1	0	2	2	0	0
PV	2015	380	12.11.2015	0	33	26.63888889	6.5	4	4	M1	8	1	164	NA	NA	6.71	8.65	4.90	4.44	19.29	21.84	6	2	0	8	40.40	421.29	8	1.79	0	0	1	0	0	0	0	0	0	0
PV	2015	255	09.11.2015	0	34	25.63888889	5.5	2	1	M2	45	1	147	3.65	5.09	4.99	7.90	3.83	3.55	18.87	21.02	37	8	0	45	29.15	396.65	45	3.61	2	0	1	5	0	0	5	5	0	1
PV	2015	256	09.11.2015	0	34	25.63888889	5.5	2	2	M3	1	0	91	5.13	4.94	4.89	7.95	2.93	3.03	21.04	20.64	0	1	0	1	23.69	434.27	1	0.00	2	0	1	5	0	0	5	5	3	0
PV	2015	413	14.11.2015	0	34	25.63888889	5.5	2	3	M3	32	0	112	1.63	3.73	5.02	8.51	3.18	3.52	23.34	23.92	35	0	3	35	28.51	558.29	35	3.56	2	0	1	6	0	0	6	6	0	0
PV	2015	391	13.11.2015	0	34	25.63888889	5.5	2	4	M2	2	0	104	3.40	4.29	4.29	7.90	3.40	2.75	17.54	18.85	3	0	1	3	24.29	330.63	3	1.10	2	0	1	0	0	3	3	0	0	0
PV	2015	392	13.11.2015	0	34	25.63888889	5.5	2	5	M2	4	1	139	3.64	4.91	5.24	8.37	3.52	3.69	18.73	21.52	6	0	2	6	30.17	403.07	6	1.79	2	0	1	0	0	0	0	0	3	0
PV	2015	423	14.11.2015	0	34	25.63888889	5.5	2	6	M2	61	1	136	3.60	5.53	5.73	8.40	3.29	3.61	21.43	21.31	30	31	0	61	28.98	456.67	61	3.40	2	0	1	8	0	0	8	8	0	1
PV	2015	351	11.11.2015	0	35	22.70777778	3	0	1	M5	34	1	182	3.73	3.52	5.51	9.73	4.94	4.31	21.50	22.08	NA	34	0	NA	45.00	474.72	NA	0.00	0	0	0	0	0	0	0	0	0	0
PV	2015	302	10.11.2015	0	36	54.32166667	12.5	4	1	M1	1	0	83	4.66	4.42	4.15	7.93	3.76	3.91	19.64	18.66	0	1	0	1	30.41	366.48	1	0.00	0	0	1	0	0	0	0	0	0	0
PV	2015	278	09.11.2015	0	36	54.32166667	12.5	4	2	M1	3	0	71	4.80	5.33	4.65	7.86	4.12	4.17	19.20	19.98	7	0	4	7	32.58	383.62	7	1.95	0	0	1	NA	NA	NA	NA	NA	NA	NA
PV	2015	335	11.11.2015	0	36	54.32166667	12.5	4	3	M4	0	0	92	5.41	5.14	4.76	8.50	4.63	3.42	21.58	22.33	1	0	1	1	34.21	481.88	1	0.00	0	0	1	NA	NA	NA	NA	NA	NA	NA
PV	2015	304	10.11.2015	0	36	54.32166667	12.5	4	4	M1	1	0	91	4.07	4.15	4.87	8.03	3.23	3.70	21.07	19.68	1	0	0	1	27.82	414.66	1	0.00	0	0	1	NA	NA	NA	NA	NA	NA	NA
PV	2015	305	10.11.2015	0	36	54.32166667	12.5	4	5	M1	0	0	84	4.88	3.63	5.09	6.99	3.00	2.96	18.67	16.65	0	0	0	0	20.83	310.86	0	0.00	0	0	1	NA	NA	NA	NA	NA	NA	NA
PV	2015	306	10.11.2015	0	36	54.32166667	12.5	4	6	M1	0	0	70	3.25	4.03	4.50	6.80	3.42	3.80	19.27	19.11	1	0	1	1	24.55	368.25	1	0.00	0	0	1	NA	NA	NA	NA	NA	NA	NA
PV	2015	336	11.11.2015	0	36	54.32166667	12.5	4	7	M1	2	0	105	5.34	4.48	3.90	8.15	3.75	3.59	18.25	18.07	0	2	0	2	29.91	329.78	2	0.00	0	0	1	0	0	0	0	0	0	0
PV	2015	397	13.11.2015	0	36	54.32166667	12.5	4	8	M3	0	1	92	4.44	5.69	5.11	8.12	3.32	3.23	18.32	18.88	0	0	0	0	26.59	345.88	0	0.00	0	0	1	NA	NA	NA	NA	NA	NA	NA
PV	2015	415	14.11.2015	0	36	54.32166667	12.5	4	9	M2	5	0	114	4.82	3.60	4.20	7.50	3.36	2.68	18.09	17.64	5	0	0	5	22.65	319.11	5	1.61	0	0	1	0	0	0	0	0	0	0
PV	2015	424	14.11.2015	0	37	30.55666667	4	0	1	M3	80	1	235	5.51	5.01	6.09	9.16	4.56	3.94	25.84	22.85	80	0	0	80	38.93	590.44	80	4.38	0	0	0	5	0	0	5	5	2	0
PV	2015	181	06.11.2015	0	0B	43.93333333	1	2	1	M1	0	0	107	5.01	4.98	4.39	8.40	3.63	3.92	13.81	14.99	0	0	0	0	31.71	207.01	0	0.00	0	0	0	0	0	0	0	0	0	0
PV	2015	215	07.11.2015	0	0B	43.93333333	1	2	2	M2	80	1	118	5.47	3.17	3.90	8.96	4.61	3.97	19.93	20.12	0	80	0	80	38.44	400.99	80	0.00	0	0	0	0	0	0	0	0	0	0
PV	2015	239	08.11.2015	0	0C	41.615	3	2	1	M2	25	1	165	4.26	3.47	4.71	8.20	4.27	3.98	15.46	16.02	0	25	0	25	33.83	247.67	25	0.00	0	0	0	0	0	0	0	0	0	0
PV	2015	217	07.11.2015	0	0C	41.615	3	2	2	M2	16	1	167	1.97	3.70	4.98	8.43	4.84	4.07	16.60	18.31	9	7	0	16	37.56	303.95	16	2.20	0	0	0	0	0	0	0	0	0	0
